iter	Passed	Remaining
490	90	828
491	90	827
492	90	825
493	90	824
494	90	824
495	90	824
496	90	823
497	91	822
498	91	821
499	91	820
500	91	819
501	91	819
502	91	818
503	91	818
504	91	816
505	91	815
506	92	815
507	92	814
508	92	813
509	92	813
510	92	813
511	92	812
512	92	812
513	92	811
514	93	810
515	93	810
516	93	810
517	93	809
518	93	809
519	93	809
520	94	808
521	94	808
522	94	806
523	94	805
524	94	806
525	94	805
526	94	805
527	95	805
528	95	805
529	95	804
530	95	804
531	95	803
532	95	802
533	95	802
534	96	802
535	96	802
536	96	801
537	96	801
538	96	801
539	96	800
540	97	800
541	97	800
542	97	800
543	97	800
544	97	799
545	98	799
546	98	798
547	98	798
548	98	798
549	98	797
550	99	801
551	99	801
552	99	801
553	99	800
554	99	800
555	99	799
556	100	798
557	100	798
558	100	798
559	100	798
560	100	797
561	100	796
562	101	796
563	101	795
564	101	795
565	101	795
566	101	794
567	101	794
568	101	793
569	102	793
570	102	793
571	102	793
572	102	793
573	102	793
574	103	792
575	103	792
576	103	792
577	103	792
578	103	792
579	103	792
580	104	791
581	104	791
582	104	790
583	104	790
584	104	790
585	104	789
586	105	789
587	105	789
588	105	789
589	105	789
590	105	789
591	106	789
592	106	789
593	106	788
594	106	788
595	106	787
596	106	787
597	106	787
598	107	786
599	107	786
600	107	785
601	107	785
602	107	784
603	107	784
604	108	784
605	108	784
606	108	784
607	108	784
608	108	784
609	108	784
610	109	783
611	109	783
612	109	783
613	109	783
614	109	782
615	109	781
616	109	781
617	110	780
618	110	780
619	110	780
620	110	780
621	110	779
622	111	780
623	111	780
624	111	780
625	111	780
626	111	779
627	111	779
628	112	779
629	112	779
630	112	778
631	112	779
632	112	778
633	113	778
634	113	777
635	113	777
636	113	777
637	113	776
638	113	776
639	113	776
640	114	776
641	114	775
642	114	775
643	114	775
644	114	775
645	115	775
646	115	775
647	115	775
648	115	775
649	115	775
650	116	775
651	116	775
652	116	774
653	116	774
654	116	773
655	116	773
656	116	773
657	117	773
658	117	773
659	117	772
660	117	772
661	117	772
662	117	771
663	118	771
664	118	771
665	118	771
666	118	771
667	118	770
668	119	770
669	119	770
670	119	770
671	119	770
672	119	770
673	119	770
674	120	769
675	120	769
676	120	769
677	120	769
678	120	769
679	121	769
680	121	769
681	121	768
682	121	768
683	121	768
684	121	767
685	122	767
686	122	767
687	122	767
688	122	767
689	122	766
690	122	766
691	123	766
692	123	766
693	123	766
694	123	766
695	123	766
696	124	766
697	124	766
698	124	765
699	124	765
700	124	765
701	125	765
702	125	765
703	125	765
704	125	764
705	125	764
706	125	764
707	126	763
708	126	763
709	126	763
710	126	763
711	126	763
712	126	763
713	127	763
714	127	763
715	127	763
716	127	763
717	127	762
718	128	762
719	128	762
720	128	762
721	128	762
722	128	762
723	128	761
724	129	761
725	129	761
726	129	760
727	129	760
728	129	760
729	129	760
730	130	760
731	130	759
732	130	759
733	130	759
734	130	759
735	131	759
736	131	758
737	131	758
738	131	758
739	131	759
740	132	759
741	132	759
742	132	759
743	132	759
744	132	759
745	133	759
746	133	758
747	133	758
748	133	758
749	133	757
750	133	757
751	134	757
752	134	757
753	134	757
754	134	757
755	134	757
756	135	757
757	135	757
758	135	757
759	135	757
760	135	757
761	136	757
762	136	756
763	136	756
764	136	756
765	136	756
766	136	756
767	137	755
768	137	755
769	137	755
770	137	754
771	137	754
772	137	754
773	138	754
774	138	754
775	138	753
776	138	753
777	138	753
778	139	754
779	139	754
780	139	754
781	139	754
782	140	754
783	140	753
784	140	753
785	140	753
786	140	753
787	140	753
788	141	753
789	141	752
790	141	752
791	141	753
792	141	752
793	142	752
794	142	752
795	142	752
796	142	752
797	142	752
798	143	751
799	143	751
800	143	751
801	143	751
802	143	751
803	143	750
804	144	750
805	144	750
806	144	750
807	144	750
808	144	750
809	144	749
810	145	749
811	145	749
812	145	749
813	145	749
814	145	749
815	146	749
816	146	748
817	146	748
818	146	748
819	146	748
820	146	747
821	147	747
822	147	747
823	147	747
824	147	747
825	147	747
826	148	747
827	148	747
828	148	747
829	148	746
830	148	746
831	148	746
832	149	746
833	149	745
834	149	745
835	149	745
836	149	745
837	149	744
838	150	744
839	150	744
840	150	744
841	150	743
842	150	743
843	151	743
844	151	743
845	151	743
846	151	742
847	151	742
848	151	742
849	151	742
850	152	741
851	152	741
852	152	741
853	152	741
854	152	740
855	152	740
856	153	740
857	153	740
858	153	740
859	153	740
860	153	740
861	154	739
862	154	739
863	154	739
864	154	739
865	154	739
866	155	738
867	155	738
868	155	738
869	155	738
870	155	737
871	155	737
872	156	737
873	156	737
874	156	737
875	157	739
876	157	739
877	157	739
878	157	738
879	157	738
880	157	738
881	158	738
882	158	738
883	158	738
884	158	738
885	158	738
886	159	737
887	159	737
888	159	737
889	159	737
890	159	736
891	159	736
892	160	736
893	160	736
894	160	736
895	160	735
896	160	735
897	160	735
898	161	735
899	161	735
900	161	734
901	161	734
902	161	734
903	162	734
904	162	734
905	162	733
906	162	733
907	162	733
908	162	733
909	163	733
910	163	732
911	163	732
912	163	732
913	163	732
914	163	732
915	164	731
916	164	731
917	164	731
918	164	731
919	164	731
920	165	730
921	165	730
922	165	730
923	165	730
924	165	730
925	165	729
926	166	729
927	166	729
928	166	729
929	166	729
930	166	729
931	167	729
932	167	729
933	167	729
934	167	728
935	167	728
936	168	728
937	168	728
938	168	728
939	168	727
940	168	727
941	168	727
942	169	727
943	169	727
944	169	726
945	169	726
946	169	726
947	169	726
948	170	726
949	170	726
950	170	726
951	170	726
952	170	725
953	171	725
954	171	725
955	171	725
956	171	725
957	171	724
958	172	724
959	172	724
960	172	724
961	172	724
962	172	724
963	172	723
964	173	723
965	173	724
966	173	724
967	173	724
968	174	723
969	174	723
970	174	723
971	174	723
972	174	723
973	174	722
974	174	722
975	175	722
976	175	721
977	175	721
978	175	721
979	175	721
980	176	721
981	176	721
982	176	721
983	176	721
984	176	721
985	177	720
986	177	720
987	177	720
988	177	720
989	177	720
990	177	719
991	178	719
992	178	719
993	178	719
994	178	719
995	178	718
996	179	718
997	179	718
998	179	718
999	179	718
1000	179	717
1001	179	717
1002	180	717
1003	180	717
1004	180	717
1005	180	716
1006	180	716
1007	180	716
1008	181	716
1009	181	715
1010	181	715
1011	181	715
1012	181	715
1013	181	715
1014	182	714
1015	182	714
1016	182	714
1017	182	714
1018	182	714
1019	182	714
1020	183	713
1021	183	713
1022	183	713
1023	183	713
1024	184	715
1025	184	715
1026	184	715
1027	185	715
1028	185	715
1029	185	715
1030	185	715
1031	186	715
1032	186	715
1033	186	714
1034	186	714
1035	186	714
1036	186	714
1037	187	713
1038	187	713
1039	187	713
1040	187	713
1041	187	713
1042	187	713
1043	188	712
1044	188	712
1045	188	712
1046	188	712
1047	188	711
1048	189	711
1049	189	711
1050	189	711
1051	189	711
1052	189	710
1053	189	710
1054	189	710
1055	190	709
1056	190	709
1057	190	709
1058	190	709
1059	190	709
1060	190	708
1061	191	708
1062	191	708
1063	191	708
1064	191	708
1065	191	707
1066	192	707
1067	192	707
1068	192	707
1069	192	707
1070	192	707
1071	193	707
1072	193	707
1073	193	707
1074	193	707
1075	193	707
1076	194	706
1077	194	706
1078	194	706
1079	194	706
1080	194	706
1081	194	705
1082	195	705
1083	195	705
1084	195	705
1085	195	705
1086	195	704
1087	195	704
1088	196	704
1089	196	704
1090	196	703
1091	196	703
1092	196	703
1093	196	703
1094	197	702
1095	197	702
1096	197	702
1097	197	702
1098	197	702
1099	197	701
1100	198	701
1101	198	701
1102	198	701
1103	198	701
1104	198	700
1105	199	701
1106	199	701
1107	199	700
1108	199	700
1109	199	700
1110	200	700
1111	200	700
1112	200	699
1113	200	699
1114	200	699
1115	200	699
1116	201	698
1117	201	698
1118	201	698
1119	201	698
1120	201	698
1121	201	697
1122	202	697
1123	202	699
1124	203	699
1125	203	699
1126	203	699
1127	203	699
1128	203	698
1129	203	698
1130	204	698
1131	204	698
1132	204	697
1133	204	697
1134	204	697
1135	204	696
1136	205	696
1137	205	696
1138	205	696
1139	205	696
1140	205	695
1141	205	695
1142	206	695
1143	206	694
1144	206	694
1145	206	694
1146	206	694
1147	206	694
1148	207	694
1149	207	693
1150	207	693
1151	207	693
1152	207	693
1153	207	693
1154	208	692
1155	208	692
1156	208	692
1157	208	692
1158	208	691
1159	208	691
1160	209	691
1161	209	691
1162	209	691
1163	209	690
1164	209	690
1165	209	690
1166	210	690
1167	210	690
1168	210	689
1169	210	689
1170	210	689
1171	211	689
1172	211	689
1173	211	688
1174	211	688
1175	211	688
1176	211	688
1177	212	687
1178	212	687
1179	212	687
1180	212	687
1181	212	687
1182	212	686
1183	213	686
1184	213	686
1185	213	686
1186	213	685
1187	213	685
1188	213	685
1189	213	685
1190	214	684
1191	214	684
1192	214	684
1193	214	684
1194	214	684
1195	215	684
1196	215	683
1197	215	683
1198	215	683
1199	215	683
1200	215	683
1201	216	682
1202	216	682
1203	216	682
1204	216	682
1205	216	681
1206	216	681
1207	217	681
1208	217	681
1209	217	680
1210	217	680
1211	217	680
1212	217	680
1213	218	680
1214	218	679
1215	218	679
1216	218	679
1217	218	679
1218	218	679
1219	219	678
1220	219	678
1221	219	678
1222	219	678
1223	219	677
1224	219	677
1225	220	677
1226	220	677
1227	220	677
1228	220	677
1229	220	676
1230	220	676
1231	221	676
1232	221	676
1233	221	676
1234	221	676
1235	221	675
1236	222	675
1237	222	675
1238	222	675
1239	222	674
1240	222	674
1241	222	674
1242	223	674
1243	223	674
1244	223	673
1245	223	673
1246	223	673
1247	223	673
1248	224	673
1249	224	672
1250	225	674
1251	225	674
1252	225	674
1253	225	674
1254	225	674
1255	226	674
1256	226	673
1257	226	673
1258	226	673
1259	226	673
1260	226	672
1261	227	672
1262	227	672
1263	227	671
1264	227	671
1265	227	671
1266	227	671
1267	228	671
1268	228	670
1269	228	670
1270	228	670
1271	228	670
1272	228	670
1273	229	669
1274	229	669
1275	229	669
1276	229	669
1277	229	669
1278	230	669
1279	230	669
1280	230	668
1281	230	668
1282	230	668
1283	230	668
1284	231	667
1285	231	667
1286	231	667
1287	231	667
1288	231	667
1289	231	667
1290	232	666
1291	232	666
1292	232	666
1293	232	666
1294	233	666
1295	233	666
1296	233	666
1297	233	666
1298	233	666
1299	234	666
1300	234	665
1301	234	665
1302	234	665
1303	234	665
1304	234	664
1305	234	664
1306	235	664
1307	235	664
1308	235	664
1309	235	664
1310	236	664
1311	236	664
1312	236	663
1313	236	663
1314	236	663
1315	236	663
1316	237	663
1317	237	663
1318	237	662
1319	237	662
1320	237	662
1321	238	662
1322	238	662
1323	238	662
1324	238	661
1325	238	661
1326	239	661
1327	239	661
1328	239	661
1329	239	661
1330	239	660
1331	239	660
1332	240	660
1333	240	660
1334	240	660
1335	240	660
1336	240	659
1337	241	659
1338	241	659
1339	241	659
1340	241	659
1341	241	658
1342	241	658
1343	242	658
1344	242	658
1345	242	658
1346	242	658
1347	242	658
1348	243	658
1349	243	657
1350	243	657
1351	243	657
1352	243	657
1353	244	657
1354	244	657
1355	244	657
1356	244	657
1357	244	656
1358	245	656
1359	245	656
1360	245	656
1361	245	656
1362	245	655
1363	246	655
1364	246	655
1365	246	655
1366	246	655
1367	246	655
1368	246	655
1369	247	654
1370	247	654
1371	247	654
1372	247	654
1373	248	654
1374	248	654
1375	248	654
1376	248	654
1377	248	654
1378	249	653
1379	249	653
1380	249	653
1381	249	653
1382	249	653
1383	249	653
1384	250	652
1385	250	652
1386	250	652
1387	250	652
1388	250	652
1389	251	651
1390	251	651
1391	251	651
1392	251	651
1393	251	650
1394	251	650
1395	252	650
1396	252	650
1397	252	650
1398	252	650
1399	252	650
1400	252	649
1401	253	649
1402	253	649
1403	253	649
1404	253	649
1405	253	649
1406	254	649
1407	254	648
1408	254	648
1409	254	648
1410	254	648
1411	255	648
1412	255	647
1413	255	647
1414	255	647
1415	255	647
1416	256	647
1417	256	647
1418	256	646
1419	256	646
1420	256	646
1421	256	646
1422	257	646
1423	257	645
1424	257	645
1425	257	645
1426	257	645
1427	257	644
1428	258	644
1429	258	644
1430	258	644
1431	258	644
1432	258	644
1433	258	643
1434	259	643
1435	259	643
1436	259	643
1437	259	643
1438	259	642
1439	259	642
1440	260	642
1441	260	642
1442	260	642
1443	260	641
1444	260	641
1445	260	641
1446	261	641
1447	261	641
1448	261	640
1449	261	640
1450	261	640
1451	261	640
1452	262	639
1453	262	639
1454	262	639
1455	262	639
1456	262	639
1457	263	639
1458	263	638
1459	263	638
1460	263	638
1461	263	638
1462	263	638
1463	264	638
1464	264	637
1465	264	637
1466	264	637
1467	264	637
1468	265	637
1469	265	637
1470	265	636
1471	265	636
1472	265	636
1473	265	636
1474	266	636
1475	266	635
1476	266	635
1477	266	635
1478	266	635
1479	267	635
1480	267	636
1481	268	636
1482	268	636
1483	268	635
1484	268	635
1485	268	635
1486	268	635
1487	269	635
1488	269	635
1489	269	635
1490	269	634
1491	269	634
1492	270	634
1493	270	634
1494	270	634
1495	270	633
1496	270	633
1497	271	633
1498	271	633
1499	271	633
1500	271	632
1501	271	632
1502	271	632
1503	272	632
1504	272	632
1505	272	632
1506	272	632
1507	272	631
1508	273	631
1509	273	631
1510	273	631
1511	273	631
1512	273	630
1513	273	630
1514	274	630
1515	274	630
1516	274	630
1517	274	630
1518	274	630
1519	275	629
1520	275	629
1521	275	629
1522	275	629
1523	275	628
1524	275	628
1525	276	628
1526	276	628
1527	276	628
1528	276	628
1529	276	628
1530	277	628
1531	277	628
1532	277	627
1533	277	627
1534	278	627
1535	278	627
1536	278	627
1537	278	627
1538	278	626
1539	278	626
1540	279	626
1541	279	626
1542	279	626
1543	279	625
1544	279	625
1545	279	625
1546	280	625
1547	280	625
1548	280	624
1549	280	624
1550	280	624
1551	281	624
1552	281	624
1553	281	624
1554	281	624
1555	282	624
1556	282	624
1557	282	623
1558	282	623
1559	282	623
1560	282	623
1561	283	623
1562	283	622
1563	283	622
1564	283	622
1565	284	622
1566	284	622
1567	284	622
1568	285	623
1569	285	623
1570	285	622
1571	285	622
1572	285	622
1573	285	622
1574	286	622
1575	286	622
1576	286	621
1577	286	621
1578	286	621
1579	286	621
1580	287	620
1581	287	620
1582	287	620
1583	287	620
1584	287	620
1585	287	619
1586	288	619
1587	288	619
1588	288	619
1589	288	619
1590	288	618
1591	288	618
1592	289	618
1593	289	618
1594	289	618
1595	289	618
1596	290	618
1597	290	618
1598	290	618
1599	290	617
1600	290	617
1601	291	617
1602	291	617
1603	291	617
1604	291	616
1605	291	616
1606	292	616
1607	292	616
1608	292	616
1609	292	615
1610	292	615
1611	292	615
1612	293	615
1613	293	615
1614	293	615
1615	293	615
1616	293	614
1617	294	614
1618	294	614
1619	294	614
1620	294	614
1621	294	613
1622	294	613
1623	295	615
1624	296	614
1625	296	614
1626	296	614
1627	296	614
1628	296	614
1629	296	613
1630	297	613
1631	297	613
1632	297	613
1633	297	613
1634	297	613
1635	298	612
1636	298	612
1637	298	612
1638	298	612
1639	298	612
1640	298	611
1641	299	611
1642	299	611
1643	299	611
1644	299	611
1645	299	610
1646	299	610
1647	300	610
1648	300	610
1649	300	609
1650	300	609
1651	300	609
1652	301	609
1653	301	609
1654	301	609
1655	301	609
1656	301	609
1657	302	608
1658	302	608
1659	302	608
1660	302	608
1661	302	608
1662	302	607
1663	303	607
1664	303	607
1665	303	607
1666	303	607
1667	304	608
1668	304	607
1669	304	607
1670	304	607
1671	305	607
1672	305	607
1673	305	607
1674	305	607
1675	306	606
1676	306	606
1677	306	606
1678	306	606
1679	306	606
1680	306	605
1681	307	605
1682	307	605
1683	307	605
1684	307	605
1685	307	604
1686	307	604
1687	308	604
1688	308	604
1689	308	604
1690	308	604
1691	309	604
1692	309	604
1693	309	603
1694	309	603
1695	309	603
1696	310	603
1697	310	603
1698	310	603
1699	310	603
1700	310	602
1701	311	602
1702	311	602
1703	311	602
1704	311	602
1705	311	601
1706	311	601
1707	312	601
1708	312	601
1709	312	601
1710	312	600
1711	312	600
1712	312	600
1713	313	600
1714	313	600
1715	313	599
1716	313	599
1717	313	599
1718	314	599
1719	314	599
1720	314	599
1721	314	598
1722	314	598
1723	314	598
1724	315	598
1725	315	598
1726	315	597
1727	315	597
1728	315	597
1729	315	597
1730	316	597
1731	316	596
1732	316	596
1733	316	596
1734	316	596
1735	316	595
1736	317	595
1737	317	595
1738	317	595
1739	317	595
1740	317	594
1741	318	594
1742	318	594
1743	318	594
1744	318	594
1745	318	594
1746	318	593
1747	319	593
1748	319	593
1749	319	593
1750	319	593
1751	319	592
1752	319	592
1753	320	592
1754	320	592
1755	320	592
1756	320	591
1757	320	591
1758	321	591
1759	321	591
1760	321	591
1761	321	591
1762	321	591
1763	322	591
1764	322	590
1765	322	590
1766	322	590
1767	322	590
1768	323	589
1769	323	589
1770	323	589
1771	323	589
1772	323	589
1773	323	588
1774	324	588
1775	324	588
1776	324	588
1777	324	588
1778	324	588
1779	325	587
1780	325	587
1781	325	587
1782	325	587
1783	325	587
1784	325	586
1785	326	586
1786	326	586
1787	326	586
1788	326	586
1789	326	585
1790	326	585
1791	326	585
1792	327	585
1793	327	585
1794	327	584
1795	327	584
1796	327	584
1797	328	584
1798	328	584
1799	328	583
1800	328	583
1801	328	583
1802	329	583
1803	329	583
1804	329	583
1805	329	582
1806	329	582
1807	329	582
1808	330	582
1809	330	582
1810	330	581
1811	330	581
1812	330	581
1813	330	581
1814	331	581
1815	331	580
1816	331	580
1817	331	580
1818	331	580
1819	332	580
1820	332	579
1821	332	579
1822	332	579
1823	332	579
1824	332	579
1825	333	579
1826	333	578
1827	333	578
1828	333	578
1829	333	578
1830	333	578
1831	334	577
1832	334	577
1833	334	577
1834	334	577
1835	334	576
1836	334	576
1837	335	576
1838	335	576
1839	335	576
1840	335	576
1841	335	576
1842	336	575
1843	336	575
1844	336	575
1845	336	575
1846	336	575
1847	337	574
1848	337	574
1849	337	574
1850	337	574
1851	337	574
1852	337	573
1853	338	573
1854	338	573
1855	338	573
1856	338	573
1857	338	573
1858	339	572
1859	339	572
1860	339	572
1861	339	572
1862	339	572
1863	339	571
1864	340	571
1865	340	571
1866	340	571
1867	340	571
1868	340	571
1869	341	570
1870	341	570
1871	341	570
1872	341	570
1873	341	570
1874	341	569
1875	342	569
1876	342	569
1877	342	569
1878	342	568
1879	342	568
1880	342	568
1881	343	568
1882	343	568
1883	343	568
1884	343	567
1885	343	567
1886	343	567
1887	344	567
1888	344	566
1889	344	566
1890	344	566
1891	344	566
1892	344	565
1893	344	565
1894	345	565
1895	345	565
1896	345	565
1897	345	564
1898	345	564
1899	346	564
1900	346	564
1901	346	564
1902	346	564
1903	346	564
1904	347	563
1905	347	563
1906	347	563
1907	347	563
1908	347	563
1909	347	562
1910	348	562
1911	348	562
1912	348	562
1913	348	562
1914	348	561
1915	348	561
1916	349	561
1917	349	561
1918	349	561
1919	349	560
1920	349	560
1921	350	560
1922	350	560
1923	350	560
1924	350	559
1925	350	559
1926	350	559
1927	351	559
1928	351	559
1929	351	558
1930	351	558
1931	351	558
1932	351	558
1933	352	558
1934	352	557
1935	352	557
1936	352	557
1937	352	557
1938	352	557
1939	352	556
1940	353	556
1941	353	556
1942	353	556
1943	353	555
1944	353	555
1945	354	555
1946	354	555
1947	354	555
1948	354	554
1949	354	554
1950	354	554
1951	355	554
1952	355	554
1953	355	553
1954	355	553
1955	355	553
1956	355	553
1957	355	553
1958	356	552
1959	356	552
1960	356	552
1961	356	552
1962	356	552
1963	356	551
1964	357	551
1965	357	551
1966	357	551
1967	357	551
1968	358	551
1969	358	551
1970	358	550
1971	358	550
1972	358	550
1973	358	550
1974	359	550
1975	359	549
1976	359	549
1977	359	549
1978	359	549
1979	359	549
1980	360	548
1981	360	548
1982	360	548
1983	360	548
1984	360	548
1985	361	547
1986	361	547
1987	361	547
1988	361	547
1989	361	546
1990	361	546
1991	362	546
1992	362	546
1993	362	546
1994	362	546
1995	362	545
1996	362	545
1997	363	545
1998	363	545
1999	363	545
2000	363	544
2001	363	544
2002	363	544
2003	364	544
2004	364	544
2005	364	543
2006	364	543
2007	364	543
2008	364	543
2009	365	543
2010	365	542
2011	365	542
2012	365	542
2013	365	542
2014	365	542
2015	366	541
2016	366	541
2017	366	541
2018	366	541
2019	366	541
2020	367	541
2021	367	540
2022	367	540
2023	367	540
2024	367	540
2025	367	540
2026	368	539
2027	368	539
2028	368	539
2029	368	539
2030	368	539
2031	369	538
2032	369	538
2033	369	538
2034	369	538
2035	369	538
2036	369	538
2037	370	537
2038	370	537
2039	370	537
2040	370	537
2041	370	537
2042	370	536
2043	371	536
2044	371	536
2045	371	536
2046	371	536
2047	371	536
2048	372	535
2049	372	535
2050	372	535
2051	372	535
2052	372	535
2053	372	534
2054	373	534
2055	373	534
2056	373	534
2057	373	534
2058	373	533
2059	374	533
2060	374	533
2061	374	533
2062	374	533
2063	374	533
2064	374	532
2065	375	532
2066	375	532
2067	375	532
2068	375	532
2069	375	531
2070	375	531
2071	376	531
2072	376	531
2073	376	531
2074	376	530
2075	376	530
2076	376	530
2077	377	530
2078	377	530
2079	377	529
2080	377	529
2081	377	529
2082	377	529
2083	378	529
2084	378	528
2085	378	528
2086	378	528
2087	378	528
2088	379	528
2089	379	528
2090	379	527
2091	379	527
2092	379	527
2093	379	527
2094	380	527
2095	380	526
2096	380	526
2097	380	526
2098	381	526
2099	381	526
2100	381	526
2101	381	526
