iter	RMSE
1524	0.1351297116
1525	0.135039752
1526	0.1348972757
1527	0.1348607379
1528	0.1347317443
1529	0.1345938147
1530	0.1344864039
1531	0.134396271
1532	0.1342692786
1533	0.134154103
1534	0.1340527403
1535	0.1339887803
1536	0.1338952989
1537	0.1337656639
1538	0.1337005186
1539	0.1335998783
1540	0.1335547426
1541	0.1335092257
1542	0.1335072474
1543	0.1333807334
1544	0.1333477684
1545	0.1332929799
1546	0.1331810213
1547	0.1330865585
1548	0.133044118
1549	0.1329155305
1550	0.1328779247
1551	0.1327766476
1552	0.132636713
1553	0.1325390205
1554	0.1324575493
1555	0.1323986963
1556	0.132312654
1557	0.1321688159
1558	0.1321128752
1559	0.1320178598
1560	0.1319492027
1561	0.1318580678
1562	0.1317510551
1563	0.1316535525
1564	0.1315295676
1565	0.1314276104
1566	0.131343441
1567	0.1311869652
1568	0.1311093211
1569	0.1310389844
1570	0.1308741014
1571	0.1308271005
1572	0.1307340422
1573	0.1306354421
1574	0.130505067
1575	0.1304022771
1576	0.1302927102
1577	0.130210673
1578	0.130115295
1579	0.1301064232
1580	0.1300232771
1581	0.1299181388
1582	0.1298103502
1583	0.129671225
1584	0.129647081
1585	0.1295147084
1586	0.1294530279
1587	0.1293403122
1588	0.129302153
1589	0.1291876267
1590	0.1291090997
1591	0.1290151405
1592	0.1289396327
1593	0.1288254652
1594	0.1287219047
1595	0.1286635558
1596	0.1285630193
1597	0.1284411755
1598	0.12838242
1599	0.128267084
1600	0.1282033505
1601	0.1280920288
1602	0.1280261916
1603	0.1279381851
1604	0.1278918868
1605	0.1278633553
1606	0.1277341188
1607	0.1276401997
1608	0.1275396124
1609	0.1274670318
1610	0.1274120682
1611	0.1272927951
1612	0.1271745905
1613	0.127105263
1614	0.1270268458
1615	0.1269748456
1616	0.1268564475
1617	0.1267702417
1618	0.1266592369
1619	0.1266016779
1620	0.1265189158
1621	0.1263982338
1622	0.1263171486
1623	0.1262214622
1624	0.1261912
1625	0.1260978009
1626	0.1259893372
1627	0.1259487608
1628	0.1258778301
1629	0.1257812383
1630	0.1256596556
1631	0.1256151059
1632	0.12548128
1633	0.1253854528
1634	0.1253599282
1635	0.1252579506
1636	0.1252179047
1637	0.1251307514
1638	0.1250783554
1639	0.1250189826
1640	0.1249146763
1641	0.1248849503
1642	0.1248136558
1643	0.1246765228
1644	0.1245783966
1645	0.1245209608
1646	0.1244263674
1647	0.1243440755
1648	0.1242418083
1649	0.1241176291
1650	0.1239890097
1651	0.1239007312
1652	0.1238169296
1653	0.1237097223
1654	0.1236343808
1655	0.1236138188
1656	0.1234936135
1657	0.1234011931
1658	0.1232989931
1659	0.1231744061
1660	0.1231204392
1661	0.1230034121
1662	0.1229662904
1663	0.1228689772
1664	0.1227930884
1665	0.1227161033
1666	0.1226638668
1667	0.1225644597
1668	0.1224500433
1669	0.1223753978
1670	0.1222652596
1671	0.1222128809
1672	0.1221464571
1673	0.122016388
1674	0.1219690509
1675	0.121928402
1676	0.1218470673
1677	0.1218219745
1678	0.12178198
1679	0.1216627108
1680	0.1215686808
1681	0.1215285527
1682	0.1214234574
1683	0.1213164875
1684	0.1212248306
1685	0.1211111021
1686	0.1209898932
1687	0.1209425188
1688	0.1208301096
1689	0.1207272073
1690	0.120618122
1691	0.1205242773
1692	0.1203774814
1693	0.1202777825
1694	0.1201795557
1695	0.1200522568
1696	0.1199838254
1697	0.1198563486
1698	0.1197900451
1699	0.119711243
1700	0.1196872466
1701	0.1196210603
1702	0.1195214016
1703	0.1194957667
1704	0.119427399
1705	0.1193175065
1706	0.1192943218
1707	0.119211833
1708	0.1192091169
1709	0.1190989331
1710	0.1190479928
1711	0.1189535562
1712	0.118871952
1713	0.1187945641
1714	0.1187473119
1715	0.1186345414
1716	0.118605961
1717	0.1185162779
1718	0.1184993356
1719	0.1184117975
1720	0.1183119882
1721	0.1182530676
1722	0.1181819723
1723	0.1180811059
1724	0.1179864111
1725	0.1178918059
1726	0.1178324326
1727	0.1177967557
1728	0.1177216485
1729	0.1176721549
1730	0.1175786951
1731	0.1174810645
1732	0.1173846473
1733	0.11735966
1734	0.1172639641
1735	0.1172221914
1736	0.1171338154
1737	0.1170702214
1738	0.1169829752
1739	0.1169621127
1740	0.1169174716
1741	0.1168226383
1742	0.1167891918
1743	0.1166843252
1744	0.1166596006
1745	0.1166332143
1746	0.1165840456
1747	0.1164723347
1748	0.1163643584
1749	0.1163262542
1750	0.1162301422
1751	0.1161548376
1752	0.1161279645
1753	0.1160126464
1754	0.115925684
1755	0.1158849613
1756	0.1157621275
1757	0.1157165375
1758	0.1156321167
1759	0.1155081423
1760	0.1154213033
1761	0.1153109911
1762	0.1152505079
1763	0.1151439412
1764	0.1151151095
1765	0.1149948092
1766	0.1149711795
1767	0.1148865315
1768	0.1147682267
1769	0.1146798246
1770	0.114584856
1771	0.1145278668
1772	0.1144747617
1773	0.114372821
1774	0.1143562977
1775	0.1143297692
1776	0.1142413593
1777	0.1141382435
1778	0.1141025161
1779	0.1139991376
1780	0.1139800546
1781	0.1139285586
1782	0.1138855681
1783	0.1137935389
1784	0.1136924338
1785	0.1135926744
1786	0.1135196766
1787	0.1134999485
1788	0.1134135883
1789	0.1133355167
1790	0.1133002412
1791	0.1131997446
1792	0.1131321464
1793	0.1130220155
1794	0.1129862661
1795	0.1128724999
1796	0.1127692357
1797	0.1126933559
1798	0.112608674
1799	0.1125142461
1800	0.112488821
1801	0.1123792327
1802	0.1122837816
1803	0.1122054569
1804	0.112115389
1805	0.1120106299
1806	0.1119231619
1807	0.111857403
1808	0.1117550423
1809	0.1117336018
1810	0.1116327082
1811	0.1115387148
1812	0.1115118165
1813	0.1114491979
1814	0.1113748106
1815	0.1113570618
1816	0.1113374787
1817	0.1112596263
1818	0.1111779242
1819	0.1110820385
1820	0.1110204236
1821	0.1109115753
1822	0.1108505618
1823	0.110798129
1824	0.1107364368
1825	0.1106586112
1826	0.1105781398
1827	0.1104925316
1828	0.1103885128
1829	0.1103556766
1830	0.1102783554
1831	0.1101901535
1832	0.1101643741
1833	0.110071145
1834	0.110042247
1835	0.1099928166
1836	0.1098986882
1837	0.1098084745
1838	0.1097411321
1839	0.1096590738
1840	0.1096353356
1841	0.1095397229
1842	0.1094944274
1843	0.109402409
1844	0.1093049658
1845	0.109244856
1846	0.1091258066
1847	0.109041897
1848	0.1089750739
1849	0.1088786477
1850	0.1087869941
1851	0.1087338883
1852	0.1086637681
1853	0.1085688494
1854	0.1085334492
1855	0.1085179432
1856	0.1084268914
1857	0.1083865057
1858	0.1083315013
1859	0.1082821492
1860	0.1081809501
1861	0.1080811015
1862	0.1079991377
1863	0.1079716833
1864	0.1078943926
1865	0.1078409925
1866	0.107774493
1867	0.1076933837
1868	0.1075998192
1869	0.1075156435
1870	0.107446816
1871	0.1073813072
1872	0.1073571927
1873	0.1073203608
1874	0.107234119
1875	0.107151091
1876	0.1070745808
1877	0.1069913639
1878	0.1069639911
1879	0.106892443
1880	0.1068084062
1881	0.1067367974
1882	0.1066476449
1883	0.1065652182
1884	0.10654362
1885	0.1065265044
1886	0.1065066842
1887	0.1064476151
1888	0.1063677141
1889	0.106280817
1890	0.1062515513
1891	0.1061792622
1892	0.1061481366
1893	0.1061077118
1894	0.1060878112
1895	0.1059955299
1896	0.105933969
1897	0.1058521952
1898	0.1057565299
1899	0.1057323879
1900	0.1056629217
1901	0.1056358761
1902	0.1055481373
1903	0.1054558962
1904	0.1053872039
1905	0.1053067788
1906	0.1052318783
1907	0.1051929873
1908	0.1051417462
1909	0.1050363053
1910	0.104950579
1911	0.1048789884
1912	0.1047857561
1913	0.1046863193
1914	0.1046428814
1915	0.1045701955
1916	0.1044804608
1917	0.1044125163
1918	0.1043481209
1919	0.1042582405
1920	0.1041761891
1921	0.104159472
1922	0.1040957537
1923	0.1040639372
1924	0.103989364
1925	0.1039730726
1926	0.1039349475
1927	0.1039194961
1928	0.1038081296
1929	0.1037361069
1930	0.1036299264
1931	0.1036120016
1932	0.1035238828
1933	0.1034978591
1934	0.1034219719
1935	0.1033390742
1936	0.1032818598
1937	0.1032527711
1938	0.103240186
1939	0.1032109624
1940	0.1031446392
1941	0.1030810602
1942	0.1030501085
1943	0.1029929428
1944	0.1029384845
1945	0.1029114147
1946	0.1028786522
1947	0.1027921799
1948	0.1027101383
1949	0.1026835481
1950	0.1026114887
1951	0.1025861192
1952	0.1025623147
1953	0.1025405621
1954	0.1024780059
1955	0.1023929169
1956	0.1023266956
1957	0.102310869
1958	0.1022259149
1959	0.1021824706
1960	0.1021205077
1961	0.1020776975
1962	0.1020043085
1963	0.1019388367
1964	0.1019194331
1965	0.1018438842
1966	0.1017879104
1967	0.1017225332
1968	0.1016423907
1969	0.1015715736
1970	0.1015431618
1971	0.1015197235
1972	0.1014421906
1973	0.1014094137
1974	0.1013434475
1975	0.1012770094
1976	0.1011923478
1977	0.1011625879
1978	0.101125811
1979	0.1010993119
1980	0.10100912
1981	0.1009232831
1982	0.1008914627
1983	0.100824061
1984	0.1007386606
1985	0.1006554857
1986	0.1005938094
1987	0.1005647171
1988	0.1005414054
1989	0.1004621558
1990	0.1004356647
1991	0.1004074309
1992	0.1003200161
1993	0.1002982011
1994	0.1002615898
1995	0.1002156607
1996	0.1001540841
1997	0.1001399817
1998	0.1000671517
1999	0.09997306422
2000	0.09989750113
2001	0.09981760639
2002	0.09972744008
2003	0.09965759836
2004	0.09962655242
2005	0.0995811189
2006	0.09956545447
2007	0.09952884012
2008	0.09948622485
2009	0.09941789232
2010	0.09936569817
2011	0.09929452226
2012	0.09923652611
2013	0.09920246674
2014	0.09912333465
2015	0.09907485755
2016	0.09902171755
2017	0.09900388136
2018	0.09891359898
2019	0.09885806541
2020	0.09884456305
2021	0.098775699
2022	0.09875672389
2023	0.09873236518
2024	0.09867244139
2025	0.09860368655
2026	0.09849099854
2027	0.09842523238
2028	0.09838136322
2029	0.09830793476
2030	0.09829323199
2031	0.09820884409
2032	0.0981464964
2033	0.09807602982
2034	0.09799550864
2035	0.09792160235
2036	0.09789638631
2037	0.09783520194
2038	0.09777328768
2039	0.09773105232
2040	0.09767169645
2041	0.09758368543
2042	0.09753365565
2043	0.09749478959
2044	0.09744108323
2045	0.09741466869
2046	0.09738361687
2047	0.09731846367
2048	0.09721610858
2049	0.09713782092
2050	0.09712735285
2051	0.09704893565
2052	0.09696207963
2053	0.09691212164
2054	0.0968376018
2055	0.09677437699
2056	0.09669347055
2057	0.09666871483
2058	0.09663922603
2059	0.09656609474
2060	0.09649113914
2061	0.09641822064
2062	0.09635230443
2063	0.09628872354
2064	0.09620116563
2065	0.09616915042
2066	0.09615458127
2067	0.09613235306
2068	0.09607931253
2069	0.09600544997
2070	0.09597208671
2071	0.09594629053
2072	0.09586961101
2073	0.09583369617
2074	0.09580158451
2075	0.09575344492
2076	0.09568350761
2077	0.0956336765
2078	0.09557947376
2079	0.09553553098
2080	0.09551339272
2081	0.09547681204
2082	0.09541262978
2083	0.09536109644
2084	0.09530099372
2085	0.09527564656
2086	0.09520820085
2087	0.09515569064
2088	0.09508474168
2089	0.09502486662
2090	0.094962698
2091	0.09491104389
2092	0.09489157321
2093	0.09486334996
2094	0.09483373201
2095	0.0947722207
2096	0.09474810204
2097	0.09469787797
2098	0.09465739648
2099	0.09462079038
2100	0.09456518786
2101	0.09454823815
2102	0.09450524413
2103	0.09444376427
2104	0.09441637581
2105	0.09436379219
2106	0.09434527041
2107	0.09424153658
2108	0.09418109352
2109	0.09410676486
2110	0.09404287199
2111	0.0939847825
2112	0.09395833844
2113	0.09387809158
2114	0.09385288806
2115	0.09381790321
2116	0.09374525585
2117	0.09368897887
2118	0.09363030839
2119	0.09354577347
2120	0.09346878531
2121	0.0933989793
2122	0.09337090712
2123	0.09330309949
2124	0.09323859446
2125	0.09319420603
2126	0.09312514724
2127	0.09307713418
2128	0.09302846166
2129	0.09297896046
2130	0.09289882267
2131	0.09286457747
2132	0.09282096722
2133	0.09276990296
2134	0.09272656547
2135	0.0926974521
2136	0.09267434867
2137	0.09259933903
2138	0.0925775625
2139	0.09256061208
2140	0.0925096997
2141	0.09249614638
2142	0.09244021258
2143	0.09238720632
2144	0.09235573144
2145	0.09231468686
2146	0.09222668795
2147	0.09215789253
2148	0.09209257288
2149	0.09207707499
2150	0.09200022636
2151	0.09193328054
2152	0.09185383373
2153	0.09180197235
2154	0.09175995469
2155	0.09170871884
2156	0.09165512061
2157	0.09161481271
2158	0.09157228321
2159	0.09152627766
2160	0.09148970742
2161	0.09147412266
2162	0.09145583644
2163	0.09139932058
2164	0.09134831177
2165	0.09126100071
2166	0.09120210267
2167	0.09115643309
2168	0.09110898196
2169	0.09103410763
2170	0.0909666301
2171	0.09095132883
2172	0.09088306913
2173	0.09087573928
2174	0.09082913446
2175	0.09077482725
2176	0.09069240318
2177	0.09063844006
2178	0.09061435899
2179	0.0905620102
2180	0.09048106914
2181	0.09043285066
2182	0.09041315479
2183	0.09038151592
2184	0.09029430782
2185	0.09028131456
2186	0.09026572709
2187	0.09024682476
2188	0.09021859523
2189	0.09014935286
2190	0.0901013183
2191	0.09004892004
2192	0.08998037411
2193	0.08991066021
2194	0.08985488375
2195	0.0897779206
2196	0.08969879102
2197	0.08963594474
2198	0.08957667428
2199	0.08956467989
2200	0.08954354905
2201	0.08948927834
2202	0.08942570045
2203	0.08940546542
2204	0.08933102761
2205	0.08929614619
2206	0.0892352527
2207	0.08921538615
2208	0.08920068456
2209	0.08915082793
2210	0.0891235719
2211	0.08909958006
2212	0.0890647395
2213	0.08902736701
2214	0.08898697365
2215	0.0889184161
2216	0.08885905806
2217	0.08881121454
2218	0.08873301139
2219	0.08868800536
2220	0.08866775746
2221	0.0886514682
2222	0.08861344631
2223	0.08859408285
2224	0.08856599024
2225	0.08849522518
2226	0.08844945941
2227	0.08839779845
2228	0.08834856611
2229	0.08831986057
2230	0.08826547594
2231	0.08825374972
2232	0.08819645457
2233	0.08813669222
2234	0.08810214255
2235	0.08806481958
2236	0.08801214196
2237	0.08796859379
2238	0.08791313074
2239	0.08788976673
2240	0.08782896279
2241	0.08776285673
2242	0.08770364081
2243	0.08763630799
2244	0.08762453867
2245	0.0875824616
2246	0.0875354087
2247	0.08750603158
2248	0.08748598817
2249	0.08744139866
2250	0.08740627984
2251	0.08736864859
2252	0.08732128714
2253	0.08724105401
2254	0.08717164555
2255	0.0871153619
2256	0.08708775336
2257	0.08704512262
2258	0.08698352029
2259	0.08691993668
2260	0.08683348987
2261	0.08677664641
2262	0.08674179882
2263	0.08666885907
2264	0.0866488364
2265	0.0865902774
2266	0.08652132902
2267	0.08647528252
2268	0.08640390535
2269	0.08634432712
2270	0.08629055849
2271	0.08625082501
2272	0.08621372375
2273	0.08615653674
2274	0.08612116779
2275	0.08605420284
2276	0.08599925619
2277	0.08598183413
2278	0.08596818537
2279	0.08589980823
2280	0.08583774525
2281	0.08581312851
2282	0.0857951494
2283	0.08573877146
2284	0.08569794534
2285	0.0856597705
2286	0.08559679833
2287	0.08558923078
2288	0.08554588126
2289	0.08551942734
2290	0.08550180369
2291	0.08548294335
2292	0.08544508811
2293	0.0853963078
2294	0.08539203548
2295	0.08532873903
2296	0.08524850065
2297	0.08519362694
2298	0.08512650426
2299	0.08506864636
2300	0.08503382771
2301	0.08497802683
2302	0.08495008101
2303	0.08492590654
2304	0.08488970556
2305	0.08484995704
2306	0.08481012541
2307	0.08476791457
2308	0.08471812875
2309	0.08469387767
2310	0.08463805375
2311	0.08456832362
2312	0.084493766
2313	0.08441888625
2314	0.08434538756
2315	0.08428249088
2316	0.08426786293
2317	0.08421595186
2318	0.08415650346
2319	0.08410224928
2320	0.08407446855
2321	0.08406044964
2322	0.08399454775
2323	0.08394734947
2324	0.08391149425
2325	0.08385720639
2326	0.08381835985
2327	0.08377043987
2328	0.08373674911
2329	0.08366950955
2330	0.08363144598
2331	0.08359260922
2332	0.08350577959
2333	0.0834530677
2334	0.08339449648
2335	0.08338233098
2336	0.08336778576
2337	0.08334037754
2338	0.08332079802
2339	0.08327242997
2340	0.08321578275
2341	0.08318266829
2342	0.08316550316
2343	0.08310561526
2344	0.08304988156
2345	0.08298447112
2346	0.0829536254
2347	0.08290571583
2348	0.08284452082
2349	0.08279994142
2350	0.08276329202
2351	0.08273888396
2352	0.08272398921
2353	0.08264788179
2354	0.0825907853
2355	0.08252090717
2356	0.0824593222
2357	0.08242885409
2358	0.08236801311
2359	0.08232847531
2360	0.0822762304
2361	0.08220810876
2362	0.08217000363
2363	0.08212611098
2364	0.08207145866
2365	0.08203995886
2366	0.08200142131
2367	0.08195086052
2368	0.08188856867
2369	0.08182657211
2370	0.08180325793
2371	0.08179811302
2372	0.08177437124
2373	0.08175681569
2374	0.0816958897
2375	0.08164058848
2376	0.08158305213
2377	0.08156082625
2378	0.08152879803
2379	0.08145347294
2380	0.081406492
2381	0.08135551424
2382	0.08134517457
2383	0.08129893557
2384	0.08129116146
2385	0.08127776808
2386	0.08123538033
2387	0.08118373075
2388	0.0811274037
2389	0.08108384392
2390	0.08106514643
2391	0.08102913106
2392	0.08100886765
2393	0.08095753807
2394	0.08092689097
2395	0.08090612832
2396	0.08083859148
2397	0.08078010756
2398	0.08072962376
2399	0.08067680488
2400	0.08062363669
2401	0.08059765712
2402	0.08052863751
2403	0.08046528972
2404	0.08043111879
2405	0.08041160274
2406	0.08037275762
2407	0.08032595277
2408	0.08026968313
2409	0.08023739739
2410	0.08019945795
2411	0.0801459252
2412	0.08006931255
2413	0.08002651282
2414	0.07997065779
2415	0.07990698698
2416	0.07985817521
2417	0.0798101363
2418	0.07979439741
2419	0.07974582373
2420	0.07969565807
2421	0.07967529434
2422	0.07962403875
2423	0.07957460844
2424	0.0795143398
2425	0.07945782427
2426	0.0794329471
2427	0.07941798972
2428	0.079414973
2429	0.07936050716
2430	0.07931109715
2431	0.07930378112
2432	0.07927606942
2433	0.0792317373
2434	0.07918601025
2435	0.07914794634
2436	0.07914135662
2437	0.07908944035
2438	0.07904357284
2439	0.07900773461
2440	0.07895835195
2441	0.07892156673
2442	0.07889988704
2443	0.07884923056
2444	0.07881964125
2445	0.07876332913
2446	0.07871543016
2447	0.07866489435
2448	0.07861781935
2449	0.07857127617
2450	0.0785107376
2451	0.07846419002
2452	0.07842412032
2453	0.07837687945
2454	0.07833756954
2455	0.07827184096
2456	0.07821899508
2457	0.07816517415
2458	0.07815160107
2459	0.07811875009
2460	0.07807365191
2461	0.07806364652
2462	0.07806162691
2463	0.07805967496
2464	0.07801318328
2465	0.07797698445
2466	0.07792824002
2467	0.07788089722
2468	0.07786758267
2469	0.07781860024
2470	0.07777457136
2471	0.07772436777
2472	0.07766976778
2473	0.07763768029
2474	0.07760483561
2475	0.077565872
2476	0.07752988997
2477	0.07749079304
2478	0.07746894113
2479	0.07744146312
2480	0.07740077208
2481	0.07736220591
2482	0.07732472781
2483	0.0772732988
2484	0.07722193232
2485	0.07715719019
2486	0.07712091295
2487	0.07708639896
2488	0.07701381817
2489	0.07697898229
2490	0.07692832035
2491	0.07690182339
2492	0.07686083442
2493	0.07681564117
2494	0.07678463471
2495	0.07672400743
2496	0.07671320549
2497	0.07669021128
2498	0.07666154308
2499	0.0766355217
2500	0.07657712509
2501	0.07652372896
2502	0.07650347712
2503	0.07645278474
2504	0.07643633392
2505	0.07641503825
2506	0.07638785425
2507	0.07635237397
2508	0.07627906026
2509	0.07626718935
2510	0.07621683416
2511	0.0761640356
2512	0.07615250705
2513	0.07612104204
2514	0.07605256057
2515	0.07600644118
2516	0.07595470947
2517	0.07592231133
2518	0.07587845669
2519	0.07583826712
2520	0.07579100432
2521	0.07574597307
2522	0.07568879664
2523	0.07564616921
2524	0.07559481582
2525	0.07555721488
2526	0.07552014645
2527	0.07546971851
2528	0.07544171895
2529	0.07541139139
2530	0.07536244092
2531	0.07532781413
2532	0.07531048786
2533	0.07527659418
2534	0.07524507763
2535	0.07520355857
2536	0.0751471193
2537	0.07510900093
2538	0.07508424738
2539	0.07504342534
2540	0.07500465756
2541	0.07497926341
2542	0.07492652806
2543	0.07490677541
2544	0.0748885041
2545	0.07485644335
2546	0.07478911124
2547	0.07474515354
2548	0.07470795151
2549	0.07468950998
2550	0.07464115556
2551	0.07459559654
2552	0.07453830396
2553	0.07447297477
2554	0.07445294896
2555	0.07444219163
2556	0.07439198125
2557	0.07435895737
2558	0.07431535231
2559	0.07429528925
2560	0.07426326807
2561	0.07425918576
2562	0.0742152066
2563	0.0741614516
2564	0.07410893461
2565	0.07405332402
2566	0.07401723435
2567	0.07397416968
2568	0.07392139339
2569	0.07388032095
2570	0.07383108336
2571	0.0738061071
2572	0.07375426851
2573	0.07368103379
2574	0.07361750669
2575	0.07357276168
2576	0.07356495867
2577	0.07350807266
2578	0.07344713077
2579	0.07339980244
2580	0.07338795466
2581	0.07333847919
2582	0.0732887482
2583	0.07323622994
2584	0.0732079636
2585	0.07315671118
2586	0.07313133477
2587	0.07308553837
2588	0.07305904828
2589	0.07300911401
2590	0.07296305292
2591	0.07294094417
2592	0.07290822912
2593	0.07285904809
2594	0.07281292477
2595	0.07275752197
2596	0.07273849275
2597	0.07272200438
2598	0.07271159851
2599	0.07269481764
2600	0.07263588871
2601	0.07260683928
2602	0.07257864191
2603	0.07254153303
2604	0.07249058943
2605	0.07245122944
2606	0.07240833158
2607	0.07238284956
2608	0.07235274585
2609	0.07230037464
2610	0.07225947523
2611	0.0722279045
2612	0.07218087522
2613	0.07216602315
2614	0.07213236727
2615	0.07209634636
2616	0.07202798128
2617	0.07199045913
2618	0.07194615282
2619	0.07192085901
2620	0.0718587558
2621	0.07183840081
2622	0.07180636363
2623	0.07177596864
2624	0.07173319385
2625	0.07169590544
2626	0.07167697917
2627	0.0716177325
2628	0.07157486162
2629	0.07152982921
2630	0.07152199589
2631	0.07150605766
2632	0.07147707413
2633	0.07143423254
2634	0.07140490347
2635	0.07138054817
2636	0.07136436351
2637	0.07133647415
2638	0.07128622359
2639	0.07125815908
2640	0.0712147554
2641	0.07116857515
2642	0.07111890759
2643	0.0710952703
2644	0.07105776377
2645	0.07103466905
2646	0.07098794256
2647	0.07097719734
2648	0.0709461901
2649	0.07093587702
2650	0.07091676721
2651	0.07090113013
2652	0.07085475086
2653	0.0708340808
2654	0.07081030773
2655	0.07079702561
2656	0.07074619562
2657	0.07072167658
2658	0.07068012541
2659	0.07066144964
2660	0.07061518882
2661	0.07055898172
2662	0.07054848695
2663	0.07051092227
2664	0.07048763442
2665	0.07047508061
2666	0.07042531739
2667	0.07037422149
2668	0.07034688763
2669	0.07031558972
2670	0.07028355764
2671	0.07025164891
2672	0.0702362266
2673	0.07020062005
2674	0.07018021174
2675	0.07012533001
2676	0.07009676137
2677	0.07008784537
2678	0.07004157966
2679	0.07000290469
2680	0.06997120239
2681	0.06993655915
2682	0.0698819639
2683	0.06983249389
2684	0.0697868461
2685	0.06976536238
2686	0.06970515866
2687	0.06966295105
2688	0.06961435148
2689	0.06956636949
2690	0.06955589674
2691	0.06952922807
2692	0.06948951945
2693	0.06945268507
2694	0.06940645563
2695	0.06937226406
2696	0.06933870869
2697	0.06929701575
2698	0.06928391054
2699	0.06926303538
2700	0.06920585829
2701	0.06916733384
2702	0.06911291172
2703	0.06906522275
2704	0.06901749696
2705	0.06896875783
2706	0.06895921445
2707	0.06894161551
2708	0.06891959268
2709	0.06887543642
2710	0.06883079314
2711	0.06878073158
2712	0.06873362554
2713	0.06869239401
2714	0.06865169892
2715	0.06862387356
2716	0.06861005951
2717	0.06856248346
2718	0.06853353046
2719	0.06851692579
2720	0.06847601771
2721	0.06845541699
2722	0.06842113191
2723	0.06836923803
2724	0.06831116235
2725	0.06827930974
2726	0.06824187676
2727	0.06822464335
2728	0.06817915298
2729	0.06815644904
2730	0.06811069009
2731	0.06808319117
2732	0.06806121882
2733	0.06802621247
2734	0.06800049728
2735	0.0679933319
2736	0.06798500235
2737	0.0679392552
2738	0.06792632803
2739	0.06790485227
2740	0.06786157993
2741	0.06779970984
2742	0.06775332889
2743	0.0677209133
2744	0.06769508246
2745	0.06767402402
2746	0.06763308637
2747	0.06757929946
2748	0.06754537013
2749	0.06753402766
2750	0.06751327355
2751	0.06749277807
2752	0.06746957208
2753	0.06745277181
2754	0.06740087123
2755	0.06735937724
2756	0.06734389737
2757	0.06730602907
2758	0.06726710471
2759	0.06723982616
2760	0.06718838933
2761	0.06714832877
2762	0.06712825906
2763	0.06712611679
2764	0.06709235311
2765	0.06707442389
2766	0.06704192582
2767	0.06699157642
2768	0.06696039864
2769	0.06689800315
2770	0.06686199637
2771	0.06683486985
2772	0.06679730747
2773	0.06676508531
2774	0.06672747135
2775	0.06668671805
2776	0.06663615219
2777	0.06661578873
2778	0.06656711253
2779	0.06650458969
2780	0.06647837121
2781	0.06644558176
2782	0.06643826387
2783	0.06640215711
2784	0.06636773708
2785	0.06633312807
2786	0.06631957528
2787	0.06627934379
2788	0.06623959311
2789	0.06621197627
2790	0.06617750245
2791	0.06616752674
2792	0.06614172158
2793	0.06613098251
2794	0.06611034927
2795	0.06610320489
2796	0.0660574352
2797	0.06603167338
2798	0.06601985277
2799	0.0659722617
2800	0.06593294945
2801	0.06591525021
2802	0.06588007485
2803	0.0658247258
2804	0.06577948931
2805	0.06575099046
2806	0.06572984717
2807	0.06569926587
2808	0.06567139511
2809	0.06563808753
2810	0.06561812928
2811	0.06560844853
2812	0.06557698554
2813	0.065569337
2814	0.06554602073
2815	0.06553266536
2816	0.06547860642
2817	0.06543747763
2818	0.06539633512
2819	0.06537917685
2820	0.06533258912
2821	0.06530638091
2822	0.06526922066
2823	0.06524315575
2824	0.06521238543
2825	0.06517079061
2826	0.06515083781
2827	0.06510999203
2828	0.06508671895
2829	0.06504330567
2830	0.06500097678
2831	0.06498858048
2832	0.06497316298
2833	0.0649427342
2834	0.0649170133
2835	0.06487215369
2836	0.06484002102
2837	0.06479265961
2838	0.06474752611
2839	0.06471304514
2840	0.06466358403
2841	0.06462320698
2842	0.06459095457
2843	0.06455731204
2844	0.06453846886
2845	0.06451116006
2846	0.06447708845
2847	0.06443572362
2848	0.0643895842
2849	0.06437081669
2850	0.06431434775
2851	0.06429309072
2852	0.06427083256
2853	0.0642437891
2854	0.06421757727
2855	0.06417399005
2856	0.06416239302
2857	0.06412025155
2858	0.06409166017
2859	0.06404258225
2860	0.06399472978
2861	0.06396403608
2862	0.0639545021
2863	0.0639377564
2864	0.06391304658
2865	0.06387461447
2866	0.06383172798
2867	0.06380075559
2868	0.06374848524
2869	0.06371913286
2870	0.06366543449
2871	0.06362837245
2872	0.06357832038
2873	0.06353885251
2874	0.06350085739
2875	0.0634624829
2876	0.06346112275
2877	0.0634049374
2878	0.06336358801
2879	0.0633328878
2880	0.06330709923
2881	0.06327751313
2882	0.06323423816
2883	0.06318558055
2884	0.06317738729
2885	0.06315021663
2886	0.06312157371
2887	0.06310003099
2888	0.06308336796
2889	0.06306808555
2890	0.06304480351
2891	0.06303207199
2892	0.06300199765
2893	0.06297602737
2894	0.06292469313
2895	0.06289075921
2896	0.0628822864
2897	0.06284812786
2898	0.06282586647
2899	0.06281787241
2900	0.06278346189
2901	0.06273853065
2902	0.06268681144
2903	0.0626542319
2904	0.06261059864
2905	0.06258667762
2906	0.06256577097
2907	0.06253690217
2908	0.06249080855
2909	0.06245569756
2910	0.06243311741
2911	0.06241485592
2912	0.06241295176
2913	0.06238594418
2914	0.06235254705
2915	0.06232662103
2916	0.06229134046
2917	0.06226319214
2918	0.06224710378
2919	0.06220007767
2920	0.06216646564
2921	0.0621334632
2922	0.06212637102
2923	0.06208061373
2924	0.06205477671
2925	0.06203542704
2926	0.06199644575
2927	0.06197886846
2928	0.06193683998
