iter	RMSE
506	0.3965109283
507	0.3954963782
508	0.3954319128
509	0.394840223
510	0.3946648612
511	0.3938014771
512	0.3925323501
513	0.3924723642
514	0.3924131272
515	0.3911894494
516	0.3898405621
517	0.3897828465
518	0.3895437698
519	0.3883882719
520	0.3883253381
521	0.3882692581
522	0.3882138773
523	0.3881591861
524	0.3866588799
525	0.3866014691
526	0.3863732517
527	0.3854854903
528	0.3854304341
529	0.3841639389
530	0.3838337887
531	0.3837815879
532	0.3826037526
533	0.3815748178
534	0.3808324357
535	0.3799717831
536	0.3792054378
537	0.3789780537
538	0.3777040497
539	0.3767998034
540	0.3759604744
541	0.3752942169
542	0.3746814497
543	0.374030481
544	0.3739728101
545	0.3738231662
546	0.3737761585
547	0.3725630527
548	0.3715692801
549	0.3708041025
550	0.3707579202
551	0.3704577175
552	0.36957259
553	0.3686226339
554	0.3685754598
555	0.3685315342
556	0.3674133195
557	0.3667357587
558	0.3659453457
559	0.3653316303
560	0.3646911871
561	0.3646467105
562	0.3641008833
563	0.3640596268
564	0.3636434283
565	0.3632323863
566	0.3631923094
567	0.3622303185
568	0.3621617833
569	0.3618085393
570	0.3611195331
571	0.3609957629
572	0.3604367334
573	0.3596847958
574	0.3590253707
575	0.3586547818
576	0.3576798
577	0.3572070475
578	0.3565482782
579	0.3560383324
580	0.355110093
581	0.3550745295
582	0.3539792266
583	0.3533300594
584	0.3528733354
585	0.3528384967
586	0.3522118348
587	0.3514860276
588	0.3510315556
589	0.3504744186
590	0.3504359172
591	0.3503048252
592	0.3494779054
593	0.3484305978
594	0.3478298785
595	0.3477961328
596	0.3472851341
597	0.3470533951
598	0.3467639042
599	0.3464982944
600	0.3464658561
601	0.3454768459
602	0.3454446448
603	0.3445185993
604	0.3441181764
605	0.3438134141
606	0.3430265567
607	0.3425296812
608	0.3420490467
609	0.3420169146
610	0.341295595
611	0.3410044966
612	0.3404212304
613	0.3401389292
614	0.3401095397
615	0.3392115258
616	0.3391840555
617	0.3388753656
618	0.3385335488
619	0.3377566783
620	0.3375303544
621	0.336798574
622	0.3362737601
623	0.3360061171
624	0.3351917825
625	0.3351233143
626	0.3343810545
627	0.3337995338
628	0.3335329456
629	0.3330841607
630	0.3323311727
631	0.3320435941
632	0.3320180331
633	0.3313727376
634	0.3313475901
635	0.3308219985
636	0.3302196076
637	0.3301960479
638	0.3294287067
639	0.3286119979
640	0.3278750381
641	0.3271923324
642	0.3267870115
643	0.3262825837
644	0.3256271625
645	0.3252084217
646	0.3249528964
647	0.3244799676
648	0.3238739622
649	0.3233797589
650	0.3228151781
651	0.3224328745
652	0.3224098746
653	0.3219937837
654	0.3216026963
655	0.3209103401
656	0.3201267633
657	0.3197211295
658	0.3194100268
659	0.3189706019
660	0.3181769735
661	0.3176360237
662	0.3170741746
663	0.3164178774
664	0.3156918872
665	0.3152060893
666	0.3145892003
667	0.3139930243
668	0.3136500897
669	0.3128077438
670	0.3124013489
671	0.3122598663
672	0.3121824923
673	0.3118114364
674	0.3111233299
675	0.3107319974
676	0.3104151511
677	0.3100052134
678	0.3096860604
679	0.3093318894
680	0.3085782293
681	0.3085557732
682	0.3080298121
683	0.3080079742
684	0.3075659154
685	0.3067836631
686	0.3063297752
687	0.3058740687
688	0.3052146147
689	0.3049996385
690	0.3046798594
691	0.3040380201
692	0.3033895277
693	0.3029059334
694	0.3022174661
695	0.3018901278
696	0.3018229581
697	0.3011221946
698	0.3008362728
699	0.30010756
700	0.2994937189
701	0.2990116827
702	0.2985190541
703	0.2979807023
704	0.2972730821
705	0.296628324
706	0.2963524236
707	0.2959957072
708	0.2954353615
709	0.294897619
710	0.2943152053
711	0.2937751341
712	0.2934870163
713	0.2929323684
714	0.2924808411
715	0.2920834136
716	0.2914471128
717	0.2914307935
718	0.2911550424
719	0.2906686444
720	0.2901773192
721	0.2896893407
722	0.2893944974
723	0.2892936545
724	0.2889993921
725	0.2886674776
726	0.2882965765
727	0.2876660877
728	0.2872977637
729	0.2869679045
730	0.2865514997
731	0.2862442909
732	0.2862278597
733	0.2859518464
734	0.2856845486
735	0.2851669627
736	0.2846749762
737	0.2841544902
738	0.2837839785
739	0.2833326307
740	0.2829471104
741	0.2827217654
742	0.2823014972
743	0.2818564913
744	0.281307003
745	0.2810085581
746	0.2808043138
747	0.2804425095
748	0.2802982661
749	0.2800452726
750	0.2795251088
751	0.2792635404
752	0.2789334404
753	0.2785780262
754	0.2782829466
755	0.2780083495
756	0.2774365128
757	0.2770468314
758	0.27671814
759	0.2765361992
760	0.2763520084
761	0.2759724679
762	0.2756952741
763	0.2754565913
764	0.2750010016
765	0.2744387884
766	0.2740344645
767	0.2735094157
768	0.2730577067
769	0.2728525201
770	0.2724272081
771	0.2724145259
772	0.2719613759
773	0.2716978035
774	0.2713082105
775	0.2710188105
776	0.2706918989
777	0.2701032721
778	0.2697037988
779	0.2693750092
780	0.2691924028
781	0.2686107952
782	0.2682339294
783	0.2678091225
784	0.2675112342
785	0.2671306319
786	0.266921225
787	0.2665541268
788	0.2661829148
789	0.2657777681
790	0.2653404101
791	0.2650130203
792	0.2649747498
793	0.2646195758
794	0.2641598017
795	0.2637239592
796	0.2633736088
797	0.2631213443
798	0.2627941214
799	0.2626110765
800	0.2622186234
801	0.2618321627
802	0.261485101
803	0.2611634105
804	0.2606643883
805	0.2603666726
806	0.2599654699
807	0.259666141
808	0.2592801658
809	0.2590816023
810	0.2586245274
811	0.2582841643
812	0.2579459077
813	0.257586896
814	0.2572937068
815	0.2570880207
816	0.2568611804
817	0.2566586395
818	0.2563429652
819	0.2560729918
820	0.2558573119
821	0.2554869052
822	0.255181174
823	0.2548675838
824	0.2544696313
825	0.2542517671
826	0.2539997134
827	0.2537581778
828	0.2533772733
829	0.2529796566
830	0.2526680206
831	0.2522803228
832	0.2519917098
833	0.2516921818
834	0.2512159759
835	0.2509476584
836	0.2506043931
837	0.2501553169
838	0.2499316693
839	0.2495743204
840	0.2492061135
841	0.2488244574
842	0.2484708753
843	0.2480451646
844	0.2477781052
845	0.2473600183
846	0.2470290764
847	0.2467286051
848	0.246514493
849	0.2460857723
850	0.2458232515
851	0.2456484402
852	0.2453919904
853	0.2450550566
854	0.2448628207
855	0.2446180597
856	0.2442038019
857	0.243795927
858	0.2435684582
859	0.2433175748
860	0.242992778
861	0.2427680036
862	0.2425491183
863	0.2423008027
864	0.2420677796
865	0.2416853583
866	0.241302538
867	0.2409268
868	0.2407596764
869	0.2403892515
870	0.2400633825
871	0.2398021855
872	0.2396190615
873	0.2393695092
874	0.2390960769
875	0.2387966063
876	0.238621238
877	0.2382990882
878	0.2380727571
879	0.2376888977
880	0.2373007078
881	0.2370887931
882	0.2369264648
883	0.2367957521
884	0.2366263826
885	0.2363831108
886	0.2359173854
887	0.235761126
888	0.235599136
889	0.2352561648
890	0.2349496112
891	0.2347913911
892	0.2346181117
893	0.2344283668
894	0.2341417307
895	0.2337854538
896	0.2334719584
897	0.2331906352
898	0.2330344455
899	0.2329448427
900	0.2326914415
901	0.2325180598
902	0.2321353041
903	0.2318090223
904	0.2315835225
905	0.2312693845
906	0.23110419
907	0.2308453011
908	0.2305781239
909	0.2303166176
910	0.2299835689
911	0.2297363216
912	0.2294757244
913	0.2291761573
914	0.2289263707
915	0.2286387834
916	0.2282738761
917	0.2280549263
918	0.2276575436
919	0.2274361793
920	0.2272632213
921	0.2271015785
922	0.2268489065
923	0.2265120558
924	0.2263620832
925	0.2261089701
926	0.2258944188
927	0.2258398778
928	0.225555236
929	0.2253449406
930	0.2251740508
931	0.224958553
932	0.2246674685
933	0.2245507398
934	0.2243021912
935	0.2240190684
936	0.22366185
937	0.2233776649
938	0.2231667099
939	0.2229893293
940	0.2227553902
941	0.2225916529
942	0.222389965
943	0.2221206118
944	0.222055463
945	0.2217953584
946	0.2214241246
947	0.2211363383
948	0.2208488017
949	0.2206027237
950	0.2203768905
951	0.2201452594
952	0.2198880473
953	0.2197480185
954	0.2195153945
955	0.2192783072
956	0.2189786661
957	0.2187460175
958	0.218576649
959	0.2182837076
960	0.2179036572
961	0.2176112765
962	0.2173484404
963	0.2171184576
964	0.2168517853
965	0.216672108
966	0.2164632323
967	0.2162678317
968	0.2159418289
969	0.2157939112
970	0.2155487605
971	0.2152665506
972	0.2150417829
973	0.2148508259
974	0.214581891
975	0.2143901458
976	0.2141472048
977	0.2139875406
978	0.2138394815
979	0.2136728534
980	0.2135300588
981	0.2133055725
982	0.2131029891
983	0.2128611945
984	0.2126105256
985	0.2124600527
986	0.2122064093
987	0.2120959141
988	0.2119428293
989	0.2117168663
990	0.2115382848
991	0.21140341
992	0.2110958333
993	0.2108479026
994	0.2107211896
995	0.2104796986
996	0.2102012804
997	0.2100315496
998	0.2098101135
999	0.2095544993
1000	0.2093893114
1001	0.2091717756
1002	0.2090428302
1003	0.2088698416
1004	0.2085112602
1005	0.2083037254
1006	0.2081456291
1007	0.2079956354
1008	0.2076847536
1009	0.207386185
1010	0.2070984537
1011	0.2068606128
1012	0.2066822628
1013	0.2063891927
1014	0.2062443552
1015	0.2059837481
1016	0.2058867546
1017	0.2056094023
1018	0.2054488214
1019	0.2052040255
1020	0.2050061423
1021	0.2047449307
1022	0.2046170321
1023	0.2043695536
1024	0.2041909717
1025	0.2039162197
1026	0.2037160301
1027	0.2036934262
1028	0.2035506922
1029	0.2035209988
1030	0.2033697331
1031	0.2032029031
1032	0.2030137553
1033	0.2028971974
1034	0.2026892048
1035	0.2024987411
1036	0.2022895571
1037	0.2020797645
1038	0.2018458531
1039	0.2015849012
1040	0.2014018939
1041	0.201167866
1042	0.2009666832
1043	0.2007362385
1044	0.2005033662
1045	0.2001807133
1046	0.200055107
1047	0.1998772011
1048	0.1997497911
1049	0.1995041268
1050	0.1993103164
1051	0.1990163001
1052	0.1988792835
1053	0.1987225573
1054	0.1984819844
1055	0.1982428952
1056	0.1981836662
1057	0.1979518911
1058	0.1976703468
1059	0.1974721529
1060	0.1972519351
1061	0.1970958707
1062	0.1968706071
1063	0.1967081383
1064	0.1966062186
1065	0.1964510612
1066	0.1962180785
1067	0.1961162508
1068	0.1959704098
1069	0.1957429637
1070	0.1955295496
1071	0.1953125238
1072	0.1951703825
1073	0.1949189603
1074	0.19479531
1075	0.1946550642
1076	0.1944125643
1077	0.1941563588
1078	0.1939526957
1079	0.1937179987
1080	0.1935662181
1081	0.1933813835
1082	0.193154751
1083	0.1930111669
1084	0.1928499705
1085	0.1926416295
1086	0.1924401767
1087	0.192307923
1088	0.1921383294
1089	0.1919911639
1090	0.191764406
1091	0.1916048188
1092	0.191424444
1093	0.19129898
1094	0.1911016048
1095	0.1908740023
1096	0.1907124859
1097	0.1905238289
1098	0.19033401
1099	0.1901844005
1100	0.190049099
1101	0.1898637281
1102	0.1897249759
1103	0.1894692445
1104	0.1892365425
1105	0.188979011
1106	0.1887545998
1107	0.1885268032
1108	0.1883921191
1109	0.1881853853
1110	0.1879521034
1111	0.1878294207
1112	0.1876720274
1113	0.1875168736
1114	0.1873078397
1115	0.1871130656
1116	0.1869027306
1117	0.1867085318
1118	0.1864584798
1119	0.1863301021
1120	0.1861473077
1121	0.1859815931
1122	0.1857664868
1123	0.1855909168
1124	0.1853994592
1125	0.1852802745
1126	0.1850406875
1127	0.1849192338
1128	0.1847496606
1129	0.1846349141
1130	0.1845072633
1131	0.1842456744
1132	0.1841434096
1133	0.1838799355
1134	0.1836715225
1135	0.1835005004
1136	0.1833681578
1137	0.1831848397
1138	0.1829930071
1139	0.1828120719
1140	0.1826518498
1141	0.1825548347
1142	0.1824494885
1143	0.1822724497
1144	0.1821169211
1145	0.1819222863
1146	0.1817817383
1147	0.181724822
1148	0.1816167424
1149	0.1814640229
1150	0.1813587315
1151	0.181167687
1152	0.1809617955
1153	0.1808296228
1154	0.1806252178
1155	0.1803910926
1156	0.1802141592
1157	0.1800215804
1158	0.1799320629
1159	0.1797503244
1160	0.1796403232
1161	0.1794308365
1162	0.1792540043
1163	0.179062402
1164	0.1788569821
1165	0.1787888906
1166	0.1787128876
1167	0.1785833013
1168	0.1784615983
1169	0.1782523828
1170	0.1780668133
1171	0.1778769233
1172	0.1776537757
1173	0.1774858382
1174	0.1773585585
1175	0.1771862312
1176	0.1770257481
1177	0.1768762792
1178	0.1766828861
1179	0.1766093951
1180	0.1765375652
1181	0.1763604566
1182	0.1761407051
1183	0.1760274396
1184	0.1758545048
1185	0.1757426981
1186	0.1756035916
1187	0.1754389616
1188	0.1753082124
1189	0.1752711268
1190	0.1750582
1191	0.1749432534
1192	0.1747498895
1193	0.1745948402
1194	0.1744102044
1195	0.1742842474
1196	0.1740764319
1197	0.1739167975
1198	0.1737735663
1199	0.1736149207
1200	0.173492401
1201	0.1733374696
1202	0.1732065044
1203	0.1730004752
1204	0.1729342459
1205	0.1727342923
1206	0.1725640822
1207	0.1724536688
1208	0.1722973191
1209	0.1722445957
1210	0.1720527175
1211	0.1720027807
1212	0.1718403448
1213	0.1717879233
1214	0.1716061077
1215	0.1714675779
1216	0.1712795056
1217	0.1710883507
1218	0.1709650185
1219	0.1708064001
1220	0.1706342653
1221	0.1704561123
1222	0.1702577844
1223	0.1700939255
1224	0.1699205635
1225	0.1698230676
1226	0.1696541204
1227	0.1694777596
1228	0.1693798403
1229	0.1692569716
1230	0.1691136219
1231	0.1688976565
1232	0.1687306768
1233	0.1685622867
1234	0.1684734768
1235	0.1682707894
1236	0.1682524951
1237	0.1681202356
1238	0.167975905
1239	0.1677911748
1240	0.167571496
1241	0.1674861883
1242	0.1672773135
1243	0.1671694921
1244	0.1670227045
1245	0.1669143087
1246	0.1667398681
1247	0.1665404896
1248	0.1664349031
1249	0.1663048915
1250	0.1661172727
1251	0.165958278
1252	0.1657596261
1253	0.1656280025
1254	0.1655381779
1255	0.1654980776
1256	0.1653560977
1257	0.1652087901
1258	0.1651165486
1259	0.1649389949
1260	0.1649071605
1261	0.1648046971
1262	0.164724831
1263	0.1645623467
1264	0.1644756456
1265	0.1642597517
1266	0.1641415616
1267	0.1640398791
1268	0.1639258234
1269	0.1637593611
1270	0.163658536
1271	0.1636097644
1272	0.1634680541
1273	0.1632733751
1274	0.1631239967
1275	0.1629832136
1276	0.1628238685
1277	0.1627015773
1278	0.1625640686
1279	0.162398503
1280	0.1622257167
1281	0.1620425906
1282	0.1618922397
1283	0.1618020537
1284	0.1617095739
1285	0.1616011359
1286	0.1614004835
1287	0.1612917359
1288	0.1611494557
1289	0.1610284939
1290	0.1608365443
1291	0.1607242784
1292	0.1605979631
1293	0.1604200252
1294	0.1603106173
1295	0.1602245807
1296	0.1601444278
1297	0.1599922769
1298	0.1598814155
1299	0.1597956706
1300	0.1597322953
1301	0.1595557034
1302	0.1593927178
1303	0.159251003
1304	0.1592051401
1305	0.1591225579
1306	0.1589639738
1307	0.1589101845
1308	0.1588704235
1309	0.1587481369
1310	0.1586210293
1311	0.1584343206
1312	0.1582759359
1313	0.1581552708
1314	0.1581000007
1315	0.1579612209
1316	0.1578630713
1317	0.1576875573
1318	0.1575398623
1319	0.1574772652
1320	0.1572751607
1321	0.1571576955
1322	0.1570092875
1323	0.1568504963
1324	0.156641759
1325	0.1564973115
1326	0.1563217722
1327	0.1561789166
1328	0.1561008515
1329	0.1559083322
1330	0.1558207694
1331	0.1557022808
1332	0.1555377871
1333	0.155391811
1334	0.1552573442
1335	0.1551277584
1336	0.1549680332
1337	0.1548882874
1338	0.1547385767
1339	0.1546205601
1340	0.1544570726
1341	0.1542914666
1342	0.1541364831
1343	0.1540107148
1344	0.1538504369
1345	0.1537756125
1346	0.15362363
1347	0.1534895124
1348	0.1533465898
1349	0.1532136744
1350	0.1530542201
1351	0.1530188981
1352	0.1529270883
1353	0.1527906289
1354	0.1526631653
1355	0.1525218669
1356	0.1524838164
1357	0.1524177264
1358	0.1522846294
1359	0.1521583507
1360	0.1520412776
1361	0.1519547867
1362	0.1517954527
1363	0.1516363582
1364	0.1515503743
1365	0.1514488719
1366	0.1513332172
1367	0.1511183524
1368	0.1510829684
1369	0.1508967627
1370	0.1507962123
1371	0.1506808003
1372	0.1505708321
1373	0.1504616769
1374	0.1503707055
1375	0.1502396387
1376	0.1501558017
1377	0.1501273221
1378	0.149996357
1379	0.1498523682
1380	0.1497343781
1381	0.1496516352
1382	0.1494802812
1383	0.1494060801
1384	0.1493164626
1385	0.149186657
1386	0.1490166571
1387	0.1489383983
1388	0.1487648132
1389	0.1486929883
1390	0.1485668267
1391	0.1484957011
1392	0.148376798
1393	0.1482762988
1394	0.1481879913
1395	0.1480849198
1396	0.1479244661
1397	0.1478240714
1398	0.1476670226
1399	0.1475519374
1400	0.1474613308
1401	0.1473492243
1402	0.1472196386
1403	0.1470806849
1404	0.1469430203
1405	0.1468351024
1406	0.1466889964
1407	0.1465903496
1408	0.146445944
1409	0.1463875152
1410	0.146269537
1411	0.1461515566
1412	0.1461285467
1413	0.1460746233
1414	0.1459219115
1415	0.1458968286
1416	0.1458202895
1417	0.1456901197
1418	0.1456374707
1419	0.1455549852
1420	0.1454579443
1421	0.1453213088
1422	0.1451532946
1423	0.1450232064
1424	0.144908691
1425	0.1447757373
1426	0.1447390583
1427	0.1446616011
1428	0.1445734717
1429	0.1444102758
1430	0.1442548312
1431	0.1442052554
1432	0.1440482703
1433	0.1438808918
1434	0.1438514914
1435	0.1438143052
1436	0.1437058755
1437	0.1435974166
1438	0.1434655153
1439	0.1433924692
1440	0.1432596679
1441	0.1431321994
1442	0.1429869679
1443	0.142841358
1444	0.1427193821
1445	0.142660305
1446	0.1425355143
1447	0.142482062
1448	0.1423870241
1449	0.14225528
1450	0.1421132903
1451	0.1419143459
1452	0.1418434893
1453	0.1417037703
1454	0.1416032406
1455	0.1414872505
1456	0.1413266585
1457	0.1412295149
1458	0.1411264723
1459	0.1409829122
1460	0.1409395391
1461	0.1408926756
1462	0.1408010037
1463	0.1406646802
1464	0.1405812306
1465	0.1404655283
1466	0.1403677621
1467	0.1402841711
1468	0.1402083482
1469	0.1400456568
1470	0.1400072486
1471	0.1398574382
1472	0.1398048552
1473	0.1397237761
1474	0.1396705402
1475	0.1396316362
1476	0.139504118
1477	0.1394335091
1478	0.1393662451
1479	0.1393149688
1480	0.1392138303
1481	0.1391069655
1482	0.1390010407
1483	0.1389149782
1484	0.1388064068
1485	0.1387844371
1486	0.1387212161
1487	0.1385921053
1488	0.138491976
1489	0.1383280349
1490	0.138205415
1491	0.1381683825
1492	0.1381462693
1493	0.1381158033
1494	0.1380646449
1495	0.1379633298
1496	0.1378400529
1497	0.1376877495
1498	0.1375736166
1499	0.1375060007
1500	0.1374237816
1501	0.137371902
1502	0.1373218793
1503	0.1372210451
1504	0.1370635496
1505	0.1369884755
1506	0.1368761144
1507	0.1368058481
1508	0.13676758
1509	0.1366168463
1510	0.1365572133
1511	0.1364201004
1512	0.1363631243
1513	0.1362521855
1514	0.1361429713
1515	0.1360745752
1516	0.1359699425
1517	0.1359174772
1518	0.1358093428
1519	0.1357630158
1520	0.1356372428
1521	0.1355031502
1522	0.1353811984
1523	0.1352493607
